journal,authors,buzz_id,date,name,doi,pii
Water Science and Engineering,"['Er-feng Zhao', 'Bo Li', 'Bing-bing Nie']",0.0,2023-07-04,Deformation critical threshold estimation of Xiaowan ultrahigh arch dam with time-varying grey model,10.1016/j.wse.2023.07.001,S1674237023000637
Water Science and Engineering,"['Ran Gong', 'Hui-ya Wang', 'Yi-ping Li']",0.0,2023-06-21,Simulation of internal nitrogen release from bottom sediments in an urban lake using a nitrogen flux model,10.1016/j.wse.2023.06.002,S1674237023000625
Water Science and Engineering,"['Pei-pei Zhang', 'Yi-qing Gong', 'Jing-qiao Mao']",0.0,2023-06-03,Numerical study of submerged bending vegetation under unidirectional flow,10.1016/j.wse.2023.06.001,S1674237023000613
Water Science and Engineering,"['Diana Marcela Cuesta Parra', 'Felipe Correa Mahecha', 'Miguel Fernando Jimenez Jimenez']",0.0,2023-05-29,A prototype for on-site generation of chlorinated disinfectant for use in rural aqueducts,10.1016/j.wse.2023.05.005,S1674237023000601
Water Science and Engineering,"['Yi-ming Hu', 'Zhong-min Liang', 'Bin-quan Li']",0.0,2023-05-22,Assessment of first-order-moment-based sample reconstruction method for design flood estimation in changing environment,10.1016/j.wse.2023.05.001,S167423702300056X
Water Science and Engineering,"['Wen-zhuo Wang', 'Zeng-chuan Dong', 'Teng Wu']",0.0,2023-05-21,Mixed D-vine copula-based conditional quantile model for stochastic monthly streamflow simulation,10.1016/j.wse.2023.05.004,S1674237023000595
Water Science and Engineering,"['Farhad Bahmanpouri', 'Carlo Gualtieri', 'Hubert Chanson']",0.0,2023-05-15,Experiments on two-phase flow in hydraulic jump on pebbled rough bed: Part 1–Turbulence properties and particle chord time and length,10.1016/j.wse.2023.05.002,S1674237023000571
Water Science and Engineering,"['Farhad Bahmanpouri', 'Carlo Gualtieri', 'Hubert Chanson']",0.0,2023-05-13,Experiments on two-phase flow in hydraulic jump on pebbled rough bed: Part 2–Bubble clustering,10.1016/j.wse.2023.05.003,S1674237023000583
Water Science and Engineering,"['Rui-hua Nie', 'Qi-hang Zhou', 'Lu Wang']",0.0,2023-04-29,Impact of backwater on water surface profile in curved channels,10.1016/j.wse.2023.04.006,S1674237023000558
Water Science and Engineering,"['Ahsan Shah', 'Arun Arjunan', 'Julia Zakharova']",0.0,2023-04-14,A review of physicochemical and biological contaminants in drinking water and their impacts on human health,10.1016/j.wse.2023.04.003,S1674237023000522
Water Science and Engineering,"['Rouya Hdeib', 'Marwan Aouad']",0.0,2023-04-14,Rainwater harvesting systems: An urban flood risk mitigation measure in arid areas,10.1016/j.wse.2023.04.004,S1674237023000534
Water Science and Engineering,"['Amudham Radha Amal Raj', 'Prabhakaran Mylsamy', 'T. G. Sunitha']",0.0,2023-04-06,Heavy metal pollution of river water and eco-friendly remediation using potent microalgal species,10.1016/j.wse.2023.04.001,S1674237023000509
Water Science and Engineering,"['Huan-ling Wang', 'Xu-fei Zhao', 'Wei-ya Xu']",0.0,2023-04-05,Evaluation of toppling rock slopes using a composite cloud model with DEMATEL–CRITIC method,10.1016/j.wse.2023.04.002,S1674237023000510
Water Science and Engineering,"['Charles S. Melching', 'Jennifer Wasik', 'Thomas Minarik']",0.0,2023-03-29,Operational guidance for aeration and flow augmentation for the Chicago Area Waterway System—A case study,10.1016/j.wse.2023.03.003,S1674237023000492
Water Science and Engineering,"['Yoshiteru Hamatani', 'Takahiro Watari', 'Toshihiko Konda']",0.0,2023-03-17,Greenhouse gas reduction of co-benefit-type wastewater treatment system for fish-processing industry: A real-scale case study in Indonesia,10.1016/j.wse.2023.03.001,S1674237023000327
Water Science and Engineering,"['Peter Olusakin Oladoye', 'Timothy Oladiran Ajiboye', 'Mayowa Ezekiel Oladipo']",0.0,2023-03-16,Insights into remediation technology for malachite green wastewater treatment,10.1016/j.wse.2023.03.002,S1674237023000339
Water Science and Engineering,"['Wen-de Zhao', 'Li-ping Chen', 'Yan Jiao']",0.0,2023-03-02,Preparation of activated carbon from sunflower straw through H<ce:inf loc=post>3</ce:inf>PO<ce:inf loc=post>4</ce:inf> activation and its application for acid fuchsin dye adsorption,10.1016/j.wse.2023.02.002,S1674237023000315
Water Science and Engineering,"['Piyawan Nuengmatcha', 'Arnannit Kuyyogsuy', 'Prawit Nuengmatcha']",0.0,2023-02-02,Efficient degradation of dye pollutants in wastewater via photocatalysis using a magnetic zinc oxide/graphene/iron oxide-based catalyst,10.1016/j.wse.2023.01.004,S167423702300011X
Water Science and Engineering,"['Nur Azalina Suzianti Feisal', 'Noor Haziqah Kamaludin', 'Tengku Nilam Baizura Tengku Ibrahim']",0.0,2023-01-13,"Anthropogenic disturbance of aquatic biodiversity and water quality of an urban river in Penang, Malaysia",10.1016/j.wse.2023.01.003,S1674237023000108
Water Science and Engineering,"['Li-jie Jiang', 'Bin Zhang', 'Yu Shao']",0.0,2023-01-10,Analysis of fluidized zone in transparent soil under jet induced by pipe leakage,10.1016/j.wse.2023.01.002,S1674237023000091
Water Science and Engineering,"['D. M. N. H. Jayasuriya', 'Kannan Nadarajah']",0.0,2023-01-05,Understanding association between methylene blue dye and biosorbent: Palmyrah sprout casing in adsorption process in aqueous phase,10.1016/j.wse.2022.12.006,S1674237022000977
Water Science and Engineering,"['Li-liang Ren', 'Shan-shui Yuan', 'Yi-qi Yan']",0.0,2023-01-04,Initiatives to clarify mechanisms of hydrological evolution in human-influenced Yellow River Basin,10.1016/j.wse.2023.01.001,S167423702300008X
Water Science and Engineering,"['Kai Chen', 'Qi-meng Liu', 'Zi-tao Wang']",0.0,2022-12-30,"Source apportionment of river water pollution in a typical agricultural city of Anhui Province, eastern China using multivariate statistical techniques with APCS–MLR",10.1016/j.wse.2022.12.007,S1674237022000989
Water Science and Engineering,"['Kobita Roy', 'Thuhin Kumar Dey', 'Md. Elias Uddin']",0.0,2022-12-20,Fabrication of graphene oxide–keratin–chitosan nanocomposite as an adsorbent to remove turbidity from tannery wastewater,10.1016/j.wse.2022.12.003,S1674237022000941
Water Science and Engineering,"['Alireza Mehrabani Bashar', 'Hamed Nozari', 'Ahad Ahadiiman']",0.0,2022-12-13,Investigation of factors affecting rural drinking water consumption using intelligent hybrid models,10.1016/j.wse.2022.12.002,S167423702200093X
Water Science and Engineering,"['Mohammad Saeed Fakhimjoo', 'Abdollah Ardeshir', 'Hojat Karami']",0.0,2022-12-06,Experimental investigation and flow analysis of clear-water scour around pier and abutment in proximity,10.1016/j.wse.2022.12.001,S1674237022000928
Water Science and Engineering,"['Tim J. Grandjean', 'Jaco C. de Smit', 'Tjeerd J. Bouma']",0.0,2022-11-30,Morphodynamic signatures derived from daily surface elevation dynamics can explain the morphodynamic development of tidal flats,10.1016/j.wse.2022.11.003,S1674237022000916
Water Science and Engineering,"['Wen-tao Li', 'Jia-peng Zhang', 'Qingyun Duan']",0.0,2022-11-14,Evaluation of Tianji and ECMWF high-resolution precipitation forecasts for extreme rainfall event in Henan in July 2021,10.1016/j.wse.2022.11.002,S1674237022000904
Water Science and Engineering,"['Leena V. Bora', 'Sonal P. Thakkar', 'Nisha V. Bora']",0.0,2022-11-03,Waste fly ash–ZnO as a novel sunlight-responsive photocatalyst for dye discoloration,10.1016/j.wse.2022.11.001,S1674237022000898
Water Science and Engineering,"['Heng-zhi Jiang', 'Yong-peng Ji', 'Ming-liang Zhang']",0.0,2022-11-01,Modeling impact of culture facilities on hydrodynamics and solute transport in marine aquaculture waters of North Yellow Sea,10.1016/j.wse.2022.10.005,S1674237022000886
Water Science and Engineering,"['Rosanna van Hespen', 'Zhan Hu', 'Tjeerd J. Bouma']",0.0,2022-10-28,Mangrove forests as a nature-based solution for coastal flood protection: Biophysical and ecological considerations,10.1016/j.wse.2022.10.004,S1674237022000874
Water Science and Engineering,"['Ming Chen', 'Ya-fei Li', 'Chen Liu']",0.0,2022-10-18,"Slow-gathering areas of rivers, lakes, and reservoirs: Definition, estimation, and restoration",10.1016/j.wse.2022.10.003,S1674237022000862
Water Science and Engineering,"['Deepak Singh', 'Alok Kumar Mishra', 'Saswat Kumar Kar']",0.0,2022-10-12,Spatial variability of soil hydraulic and physical properties in erosive sloping agricultural fields,10.1016/j.wse.2022.10.001,S1674237022000849
Water Science and Engineering,"['Ebenezer Otoo', 'Yong-ping Chen', 'Yu-hang Chen']",0.0,2022-09-27,Dilution characteristics of dual buoyant jets in wavy cross-flow environment,10.1016/j.wse.2022.09.004,S1674237022000837
Water Science and Engineering,"['Dinesh Chammika Ratnayake', 'Guna A. Hewa', 'Alaa A. Ahmed']",0.0,2022-09-13,Application of multi-criteria decision-making methods to identification of soil moisture monitoring sites in an urban catchment in South Australia,10.1016/j.wse.2022.09.003,S1674237022000680
Water Science and Engineering,"['Xiang-kun Li', 'Ying-jun Yang', 'Xiao-chen Ma']",0.0,2022-09-06,Enhanced nitrogen removal at low temperature with mixed anoxic/oxic process,10.1016/j.wse.2022.08.005,S1674237022000655
Water Science and Engineering,"['Md. Abul Hashem', 'Sofia Payel', 'Majher I. Sarker']",0.0,2022-09-06,Chromium adsorption on surface activated biochar made from tannery liming sludge: A waste-to-wealth approach,10.1016/j.wse.2022.09.001,S1674237022000667
Water Science and Engineering,"['Xiang Zhao', 'Wei-hua Peng', 'Lin-hua Sun']",0.0,2022-08-27,Potential hydraulic connectivity of coal mine aquifers based on statistical analysis of hydrogeochemistry,10.1016/j.wse.2022.08.004,S1674237022000643
Water Science and Engineering,"['Zong-xue Xu', 'Rui Zhang']",0.0,2022-08-10,Compound extreme events in Yarlung Zangbo River Basin from 1977 to 2018,10.1016/j.wse.2022.08.002,S167423702200062X
Water Science and Engineering,['David A. Chin'],0.0,2022-08-10,Surf-zone dynamics derived from basin-scale experiments,10.1016/j.wse.2022.08.003,S1674237022000631
Water Science and Engineering,"['Jing-jing Zhang', 'Juan Chen', 'Yu Hu']",0.0,2022-08-07,"Distribution characteristics and controlling factors of typical antibiotics and antibiotic resistance genes in river networks in western area of Wangyu River, China",10.1016/j.wse.2022.08.001,S1674237022000618
Water Science and Engineering,"['Chao-min Shen', 'Si-hong Liu', 'Ping Wu']",0.0,2022-07-30,"Packing, compressibility, and crushability of rockfill materials with polydisperse particle size distributions and implications for dam engineering",10.1016/j.wse.2022.07.003,S1674237022000606
Water Science and Engineering,['Chaiyuth Chinnarasri'],0.0,2022-07-12,Engineering application of submerged water jets for sediment removal in a tidal riverbed,10.1016/j.wse.2022.07.002,S1674237022000461
Water Science and Engineering,"['Sasirot Khamkure', 'Victoria Bustos-Terrones', 'Juan Marcos Esparza-Schulz']",0.0,2022-07-11,Effect of Fe<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf> nanoparticles on magnetic xerogel composites for enhanced removal of fluoride and arsenic from aqueous solution,10.1016/j.wse.2022.07.001,S167423702200045X
Water Science and Engineering,"['Poh Lin Lau', 'Antoine P. Trzcinski']",0.0,2022-07-02,A review of modified and hybrid anaerobic baffled reactors for industrial wastewater treatment,10.1016/j.wse.2022.06.004,S1674237022000448
Water Science and Engineering,"['Yu-jun Bao', 'Chang-ying Ji', 'Bing Zhang']",0.0,2022-06-07,Prediction of dissolved oxygen content changes based on two-dimensional behavior features of fish school and T–S fuzzy neural network,10.1016/j.wse.2022.06.001,S1674237022000412
Water Science and Engineering,"['Azadeh Atabati', 'Hamed Adab', 'Mahdi Nasrabadi']",0.0,2022-05-27,Modeling groundwater nitrate concentrations using spatial and non-spatial regression models in a semi-arid environment,10.1016/j.wse.2022.05.002,S1674237022000400
Water Science and Engineering,"['Shan-hu Jiang', 'Lin-yong Wei', 'Hao Cui']",0.0,2022-05-11,"Evaluation of IMERG, TMPA, ERA5, and CPC precipitation products over mainland China: Spatiotemporal patterns and extremes",10.1016/j.wse.2022.05.001,S1674237022000394
Water Science and Engineering,"['Cheng Yao', 'Zhi-jia Li', 'Satish Bastola']",0.0,2022-04-30,Evaluating performance dependency of a geomorphologic instantaneous unit hydrograph-based hydrological model on DEM resolution,10.1016/j.wse.2022.04.002,S1674237022000370
Water Science and Engineering,"['Zhen-xiang Jiang', 'Hui Chen']",0.0,2022-04-07,A new early warning method for dam displacement behavior based on non-normal distribution function,10.1016/j.wse.2022.04.001,S1674237022000230
Water Science and Engineering,"['Zeng Zhou', 'Meng-jiao Liang', 'Chang-kuan Zhang']",0.0,2022-04-02,"Processes, feedbacks, and morphodynamic evolution of tidal flat–marsh systems: Progress and challenges",10.1016/j.wse.2021.07.002,S1674237022000217
Water Science and Engineering,"['Zhi-lin Wang', 'Mahmood Sadat-Noori', 'William Glamore']",0.0,2022-03-31,Groundwater discharge drives water quality and greenhouse gas emissions in a tidal wetland,10.1016/j.wse.2022.02.005,S1674237022000229
Water Science and Engineering,"['Soroush Barkhordari', 'S. Mehdy Hashemy Shahdany']",0.0,2022-02-28,A systematic approach for estimating water losses in irrigation canals,10.1016/j.wse.2022.02.004,S1674237022000187
Water Science and Engineering,"['Juan-juan Fang', 'Yun-ping Yang', 'Jian-jun Wang']",0.0,2022-02-24,Relationship between adjustment of low water level and utilization of water depth in Shashi Reach in middle Yangtze River,10.1016/j.wse.2022.02.003,S1674237022000175
Water Science and Engineering,"['Yaneth A. Bustos-Terrones', 'Erick R. Bandala', 'Victoria Bustos-Terrones']",0.0,2022-02-23,Enhanced biological wastewater treatment using sodium alginate-immobilized microorganisms in a fluidized bed reactor,10.1016/j.wse.2022.02.002,S1674237022000163
Water Science and Engineering,"['Jin-hai Zheng', 'Ya-kun Guo', 'Da-wei Guan']",0.0,2022-02-17,Preface for special issue on local scour and soil liquefaction around offshore windfarm foundations,10.1016/j.wse.2022.01.002,S1674237022000023
Water Science and Engineering,"['Peng Wang', 'Xia Shen', 'Yi-xin Ma']",0.0,2022-02-16,"Laboratory simulation of soil respiration response to environmental conditions in intertidal zones of Jiangsu Province, China",10.1016/j.wse.2022.02.001,S1674237022000151
Water Science and Engineering,"['Hai He', 'Rui Cao', 'Fei Yuan']",0.0,2022-01-07,Diagnosing anomalous characteristics of atmospheric water cycle structure during seasonal-scale drought events: A case study in middle and lower reaches of Yangtze River,10.1016/j.wse.2022.01.001,S1674237022000011
Water Science and Engineering,"['Zi-hao Tang', 'Bruce Melville', 'Liang Cheng']",0.0,2022-01-03,Countermeasures for local scour at offshore wind turbine monopile foundations: A review,10.1016/j.wse.2021.12.010,S1674237021001277
Water Science and Engineering,"['Shu-xin Wei', 'Zuo-dong Liang', 'Dong-sheng Jeng']",0.0,2021-12-30,Numerical study of seabed response and liquefaction around a jacket support offshore wind turbine foundation under combined wave and current loading,10.1016/j.wse.2021.12.007,S1674237021001241
Water Science and Engineering,"['Jie Lin', 'Ya-kun Guo']",0.0,2021-12-30,Numerical investigation of non-cohesive seabed response around a mono-pile by crossing wave-current,10.1016/j.wse.2021.12.008,S1674237021001253
Water Science and Engineering,['Anya Zhang'],0.0,2021-12-30,"Delineation of spring capture zones in southern Great Basin, USA based on modeling results and geochemical data",10.1016/j.wse.2021.12.009,S1674237021001265
Water Science and Engineering,"['Da-wei Guan', 'Yu-xuan Xie', 'Jin-hai Zheng']",0.0,2021-12-28,Local scour at offshore windfarm monopile foundations: A review,10.1016/j.wse.2021.12.006,S167423702100123X
Water Science and Engineering,"['Li-na Chen', 'Zi-long Zhao', 'Xiang Zhang']",0.0,2021-12-25,Effects of muddy water irrigation with different sediment gradations on nitrogen transformation in agricultural soil of Yellow River Basin,10.1016/j.wse.2021.12.005,S1674237021001228
Water Science and Engineering,"['Song-gui Chen', 'En-yu Gong', 'Xin Chen']",0.0,2021-12-23,Large-scale experimental study on scour around offshore wind monopiles under irregular waves,10.1016/j.wse.2021.12.003,S1674237021001204
Water Science and Engineering,"['Dong-fang Liang', 'Hao Jia', 'Sai-yu Yuan']",0.0,2021-12-10,Experimental investigation of turbulent flows around high-rise structure foundations and implications on scour,10.1016/j.wse.2021.12.002,S1674237021001198
Water Science and Engineering,"['Hao-yuan Liu', 'Amir M. Kaynia']",0.0,2021-12-09,Monopile responses to monotonic and cyclic loading in undrained sand using 3D FE with SANISAND-MSu,10.1016/j.wse.2021.12.001,S1674237021001186
Water Science and Engineering,"['B. Mutlu Sumer', 'Veysel Sadan Ozgur Kirca']",0.0,2021-12-02,Scour and liquefaction issues for anchors and other subsea structures in floating offshore wind farms: A review,10.1016/j.wse.2021.11.002,S1674237021001174
