journal,authors,buzz_id,date,name,doi,pii
Journal of Ocean Engineering and Science,"['Xiaocong Wang', 'Renchuan Zhu', 'Yue Gu']",0,2023-07-05,Mechanism analysis and prediction of longitudinal cut wave pattern resistance based on CFD simulation,10.1016/j.joes.2023.07.001,S2468013323000347
Journal of Ocean Engineering and Science,"['Minxi Zhang', 'Hanyan Zhao', 'Guoliang Yu']",0,2023-06-28,Numerical study of the flow at a vertical pile with net-like scour protection matt,10.1016/j.joes.2023.06.002,S2468013323000335
Journal of Ocean Engineering and Science,"['Yiwei Zhang', 'Rongxin Cui', 'Fei Deng']",0,2023-06-15,Geometric and non-geometric impact on Coanda effect propulsion device for UUV application,10.1016/j.joes.2023.06.001,S2468013323000311
Journal of Ocean Engineering and Science,"['Yepin Qu', 'Jianqiang Liu', 'Tao Li']",0,2023-06-03,Theory and practice of hull dynamic deformation law and heading angle transfer error correction,10.1016/j.joes.2023.05.005,S246801332300030X
Journal of Ocean Engineering and Science,"['Shangzhe Xin', 'Yiting Wang', 'Dongrong Zhou']",0,2023-06-02,A novel multi-module coupled algorithm for the wreck off-bottom simulation,10.1016/j.joes.2023.05.003,S2468013323000281
Journal of Ocean Engineering and Science,"['Jiyang Li', 'Zeng Liu', 'Jie Cui']",0,2023-05-30,Forces of fully nonlinear interfacial periodic waves on a cylindrical pile in a two-layer fluid with free-surface boundary conditions,10.1016/j.joes.2023.05.004,S2468013323000293
Journal of Ocean Engineering and Science,"['Yuan-He Shi', 'De-Qing Yang', 'Wen-Wei Wu']",0,2023-05-04,Numerical analysis method of ship-ice collision-induced vibration of the polar transport vessel based on the full coupling of ship-ice-water-air,10.1016/j.joes.2023.04.002,S2468013323000153
Journal of Ocean Engineering and Science,"['Yandong Hu', 'Yifan Zhao', 'Miaolin Feng']",0,2023-04-15,Double ceramic sphere's sympathetic implosions triggered by local impacts,10.1016/j.joes.2023.04.001,S2468013323000141
Journal of Ocean Engineering and Science,"['Iman Ramzanpoor', 'Martin Nuernberg', 'Longbin Tao']",0,2023-03-11,Coupled aero-hydro-servo-elastic analysis of 10MW TLB floating offshore wind turbine,10.1016/j.joes.2023.02.001,S2468013323000025
Journal of Ocean Engineering and Science,"['Qing Li', 'Zeping Wang', 'Deqing Yang']",0,2023-03-03,Underwater cylindrical sandwich meta-structures composed of graded semi re-entrant zero Poisson's ratio metamaterials with pre-strained wave propagation properties,10.1016/j.joes.2023.02.002,S2468013323000013
